gid;c_gid;c_etat_valid;c_nom;c_x_coor2;c_y_coor2;c_lat_coor1;c_long_coor1;c_xy_precis;c_id_adr;c_adr_num;c_adr_voie;c_com_cp;c_com_insee;c_com_nom;c_acc;c_acc_lib;c_acc_pcsec;c_acc_acc;c_acc_etg;c_acc_complt;c_photo1;c_photo2;c_disp_j;c_disp_h;c_disp_complt;c_date_instal;c_etat_fonct;c_lc_ped;c_dtpr_lcped;c_dtpr_lcad;c_dtpr_bat;c_freq_mnt;c_dispsurv;c_dermnt;c_maj_don;c_expt_siren;c_expt_rais;c_etat;c_application_provenance;c_doublon;c__edit_datemaj;c_srid_origin;the_geom;cc_photo1
1;1895;validées;DAE G5 CARDIAC SCIENCE;;;47.7552;-3.36392;1;56121_0990_00009;9;Cours Louis de Chazelles;56100;56121;Lorient;Intérieur;f;f;t;0;Boutique Transports & Déplacements CTRL;;;{lundi,mardi,mercredi,jeudi,vendredi,samedi};"{""heures ouvrables""}";;;En fonctionnement;f;;;;;f;2019-10-09;2023-04-11;817710650;RD LORIENT AGGLOMERATION;Actif;;f;2023-04-11 19:30:44.302674;'EPSG:4326'::character varying;0104000020E61000000100000001010000002EF5005B4FE90AC0B70D9767ABE04740;
